id2,prod_id1,prod_id2,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,imageurl,modelno,shipweight,length,width,height
1356,15988270,88410200851,Coolermaster,Electronics - General,Cooler Master Vortex Plus CPU Cooler,30,4 direct contact heatpipes Compact profile design 84mm height Blade Master 92 PWM fan,The Vortex Plus from Cooler Master is a low profile CPU cooler with compact size and uncompromising cooling efficiency. The compact profile design is best suited for a HTPC chassis or any chassis with slim width and limited space. The heatsink comes with four heatpipes and a direct contact base to maximize the heat conductivity and dissipation efficiency. Plus the Vortex Plus features a balanced PWM fan that works to provide high airflow under high RPM mode.,Cooler Master Vortex Plus CPU Cooler Aluminum fins with 4 direct contact heat pipes provide excellent heat dissipation Compact 84mm profile design fits HTPC chassis and LAN box chassis Blade Master 92 PWM fan with wide RPM range and anti-vibration rubber pads Compatible with Intel LGA1366 1156 775 and AMD AM3 AM2 940 939 754 sockets Bearing Type Long-life sleeve bearing 4-pin connector,http://i.walmartimages.com/i/p/00/88/41/02/00/0088410200851_300X300.jpg,RRVTPS28PKR1,1.25,5.9,5,4.8
1357,15994005,76690746791,ViewSonic,Electronics - General,ViewSonic PJD7383 DLP Projector,729,Brilliant presentations in almost any lighting condition with 3000 lumens Latest BrilliantColor technology delivers stunning all digital clarity Short throw lens for large stunning images,The ViewSonic PJD7383 is an advanced ultra short throw DLP projector which includes BrilliantColor technology to produce more vibrant colors while the high brightness and contrast ratio make this projector shine in virtually any lighting situation. With its ultra short throw lens it can project an 81-inch image from just three-feet. The PJD7383 delivers 3000 lumens 3000 1 dynamic contrast ratio with a 1024 x 768 XGA native resolution and has a wide range of input options including dual RGB ports Ethernet RJ45 USB and wi-fi with optional adapter . The PJD7383 can be displayed and managed over the network through its advanced management software. The ViewSonic PJD7383 is the ideal projector for both businesses and schools.,ViewSonic PJD7383 DLP Projector Brilliant presentations in almost any lighting condition with 3000 lumens Latest BrilliantColor technology delivers stunning all digital clarity Short throw lens for large stunning images in small places Wireless capability with the optional wi-fi adapter sold separately Eco mode extends the lamp life up to 6 000 hours and reduces noise output Project you pictures or images directly from a USB flash drive without a PC Advanced management software lets you project up to 4 PCs at the same time Project your presentations through any USB connection without the hassle of running a bulky VGA cable Network control through an RJ45 cable,http://i.walmartimages.com/i/p/00/76/69/07/46/0076690746791_300X300.jpg,PJD7383,12.1,15.4,15,8.3
1358,16451532,65984642303,Digital Innovations,Mice,Micro Innovations 4230300 EasyGlide Travel Wired Optical Mouse,10.88,Contour design is comfortable Retractable cable provides cord management Rubberized grips for comfort,The Micro Innovations 4230300 EasyGlide Travel Wired Optical Mouse features rubberized grips for comfort and accuracy. Contour design is comfortable for right and left handed users. The retractable cable provides cord management for fast storage and easy portability.,Micro Innovations 4230300 EasyGlide Travel Wired Optical Mouse Retractable USB wired 3-button travel mouse Rubberized grips for comfort and accuracy Contour design is comfortable for right and left handed users Retractable cable provides cord management for fast storage and easy portability PC and Mac compatible,http://i.walmartimages.com/i/p/00/65/98/46/42/0065984642303_300X300.jpg,4230300,1,7.5,6.1,1.6
1359,14916454,7355532662,,Stationery &amp; Office Machinery,Safco Onyx Mesh Desk Organizer 8 Sections 11 3 8w x 9 1 2d x 13h Black,47.94,Multi-functional desktop accessory Sturdy mesh construction Vertical and horizontal sections,The Safco Onyx Mesh Desk Organizer with eight sections works great to keep on-going projects at hand. This attractive mesh organizer is multi-functional. Five sections hold file folders slim binders and books. Three horizontal sections accommodate any letter size document. The Safco Onyx Mesh Desk Organizer is a great solution to your desktop needs.,Safco Onyx Mesh Desk Organizer Multi-functional desktop accessory Sturdy mesh construction Five 1 H Model 3266BL,http://i.walmartimages.com/i/p/00/07/35/55/32/0007355532662_300X300.jpg,3266BL,2,,,
1360,16491214,2724280991,Sony,Photography - General,Sony BCVW1 AC Charger for W Series Battery,44.88,Quick charger for NP-BN1 BG1 FD1 FT1 FR1 FE1 battery Capable of charging battery in just 1.5hrs Ultra-compact size and retractable plug for traveling,Don t be left without power. Ideal for traveling with your DSLR or NEX camera the BC-VW1 AC charger gets you back to shooting with quick charges for your W Series battery.,Sony BCVW1 AC Charger for W Series Battery Quick charger for NP-BN1 BG1 FD1 FT1 FR1 FE1 battery  Capable of charging battery in just 1.5hrs Ultra-compact size and retractable plug for traveling Universal voltage 100V-240V 50 60Hz,http://i.walmartimages.com/i/p/00/02/72/42/80/0002724280991_300X300.jpg,BCVW1,0.5,8,4.8,1
1361,16503279,63924715397,iLuv,MP3 Accessories,iLuv Portfolio Case Stand for iPad 2 Black,35.88,Slim portfolio-style case with integrated stand Protects iPad 2 from scratches and fingerprints Allows for hands-free standing,The iLuv Portfolio Case Stand for iPad 2 is a sleek stylish and durable leatherette portfolio case with a stand. It is perfect fit for the iPad 2 and your on-the-go lifestyle. It protects your iPad 2 from scratches and scrapes.,iLuv Portfolio Case Stand for iPad 2 Slim portfolio-style case with integrated stand Protects iPad 2 from scratches and fingerprints Allows for hands-free standing Color Black,http://i.walmartimages.com/i/p/00/63/92/47/15/0063924715397_300X300.jpg,ICC816BLK,0.56,11,7.75,1.6
1362,16560975,71919218712,LG,Electronics - General,LG 23  LED TV Monitor M2380D Black,349,23  diagonal LED screen 16 9 aspect ratio 1920 x 1080 resolution,M80D Series is the first TV Monitor that is supported by LG s latest LED technology. If you are attracted to M80D series you are probably an adventurous and demanding user. You want to enjoy HDTV and also watch Blu-ray DVD and DivX in the optimal picture quality.,LG 23  diagonal LED screen This anti-glare monitor can be placed anywhere in the room 16 9 aspect ratio Widescreen is perfect for viewing 2 documents side by side or for watching movies 1920 x 1080 resolution Enjoy excellent image quality 16.7 million colors Capable of displaying millions of colors for realistic photo and video reproduction 1 000 1 dynamic contrast ratio Offers great color resolution 5 ms response time Delivers exceptional performance that is especially noticeable when playing games and watching videos 0.265mm pixel pitch Provides detailed text and graphics,http://i.walmartimages.com/i/p/00/71/91/92/18/0071919218712_300X300.jpg,M2380D,13.7,21.5,16.4,7.6
1363,14916632,8308614201,,Stationery &amp; Office Machinery,Cardinal Zippered Binder Pockets 8-1 2 x 11 Clear 3 Pack,5.27,Made of heavy-duty propylene Archival safe 3-hole punched,Stay organized with the Cardinal 8-1 2  Zippered Binder Pockets. These pockets expand to hold up to 100 sheets of paper.,Cardinal 8-1 2  Zippered Binder Pockets Pack of 3 Clear 3-hole punched Archival safe Won t transfer ink onto documents Made of heavy-duty propylene for added durability,http://i.walmartimages.com/i/p/00/08/30/86/14/0008308614201_300X300.jpg,,,,,
1364,16621376,88517002632,Panasonic,Electronics - General,Panasonic SLIMZ Over-Ear Headphone Black Pink RP-HX40-PK,34.88,Thin and lightweight design Hybrid Diaphragm provides powerful bass clear treble Fold-flat design,The Panasonic SLIMZ Over-Ear Headphone features a Hybrid Diaphragm that provides power bass and clear treble. The fold-flat design makes them very easy to take wherever you go.,Panasonic SLIMZ Over-Ear Headphone Thin and lightweight design Hybrid Diaphragm provides powerful bass clear treble Comfortable wide headband Fold-flat design Soft headpad for comfortable wearing,http://i.walmartimages.com/i/p/00/88/51/70/02/0088517002632_300X300.jpg,RP-HX40-PK,1,9.1,7.2,1.4
1365,16636912,88611152945,HP,Desktop Computers,HP Black Pavilion Slimline s5-1020 Desktop PC with Intel Pentium E6800 Processor 1TB Hard Drive and Windows 7 Home Premium Monitor Not Included,429,Intel Pentium E6800 processor 4GB memory 1TB hard drive SuperMulti DVD Burner 6-in-1 card reader Wi-Fi Windows 7 Home Premium,The HP Slimline s5-1020 offers a powerful PC where space is at a premium. Perfect for a small space or dorm room it can handle all your computing needs like e-mail word processing and more. The Slimline is flexible so you can easily add or upgrade features and functions. The all-new HP Pavilion Slimline series offers an elegant sophisticated look and feel that fits almost any environment.,HP Pavilion Slimline s5-1020 Desktop PC Key Features and Benefits Intel Pentium E6800 processor 3.33GHz 2MB Cache  4GB DDR3 SDRAM system memory Gives you the power to handle most power hungry applications and tons of multimedia work  1TB SATA hard drive Store 666 000 photos 285 000 songs or 526 hours of HD video and more  SuperMulti DVD Burner Watch movies and read and write CDs and DVDs in multiple formats  10 100Base-T Ethernet 802.11b g n Wireless LAN Connect to a broadband modem with wired Ethernet or wirelessly connect to a Wi-Fi signal or hotspot with the 802.11b g n connection built into your PC   Intel GMA X4500 integrated graphics With up to 1695MB total available graphics memory   Additional Features 6-in-1 memory card reader 6 x USB 2.0 ports 1 x headphone jack 1 x RJ-45 Ethernet port 1 x microphone line-in line-out 1 x VGA-out 1 x MiniCard 2 x PCI Express x1 slots 1 x PCI Express x16 slot 1 x external 5.25  24 7 technical assistance available online or toll-free by phone Restore discs are no longer included with PCs. We recommend you use the installed software to create your own restore and backup DVD the first week you use the computer.   What s In The Box Power cord HP keyboard HP optical mouse Quick Start Guide    To see the manufacturer s specifications for this product click  here . To see a list of our PC Accessories click  here . Trade in your used computer and electronics for more cash to spend at Walmart. Good for your wallet and the environment - click  here .,http://i.walmartimages.com/i/p/00/88/61/11/52/0088611152945_300X300.jpg,HP s5-1020,21.58,15.43,12.28,6.21
